incident_id,incident_datetime,incident_type_primary,incident_description,address_1,city,zip,latitude,longitude,created_at,updated_at,location,hour_of_day,day_of_week,parent_incident_type,Georgia Institute of Technology Georgia Tech Campus Shapes - n4r2-r2pa,Georgia Institute of Technology Areas Shapes - xuww-jywm
116919386,5/2/2010 20:48,5707 - CRIMINAL TRESPASS,CRIMINAL TRESPASS<BR>LANDMARK :BOBBY DODD STADIUM,100 Block NORTH AVENUE NW,ATLANTA,30313,33.7712878,-84.3907507,6/25/2012 18:47,5/6/2015 17:43,POINT (-84.390751 33.771288),20,Sunday,Disorder,,230979
116919577,1/25/2011 5:57,5707 - CRIMINAL TRESPASS,CRIMINAL TRESPASS<BR>LANDMARK :NONE GIVEN,800 Block MARIETTA STREET NW,ATLANTA,30318,33.7740198,-84.4056645,6/25/2012 18:47,5/6/2015 17:42,POINT (-84.405664 33.77402),5,Tuesday,Disorder,,230977
116919960,5/8/2006 0:48,5707 - CRIMINAL TRESPASS,CRIMINAL TRESPASS<BR>LANDMARK :NONE GIVEN,800 Block FOWLER STREET NW,ATLANTA,30313,33.776665,-84.393822,6/25/2012 18:48,5/6/2015 17:45,POINT (-84.393822 33.776665),0,Monday,Disorder,324851,230980
116920219,9/21/2007 0:00,5707 - CRIMINAL TRESPASS,CRIMINAL TRESPASS<BR>LANDMARK :NONE GIVEN,600 Block ETHEL STREET,ATLANTA,30318,33.7845293,-84.4060816,6/25/2012 18:48,5/6/2015 17:41,POINT (-84.406082 33.784529),0,Friday,Disorder,,
116920280,9/5/2006 14:07,5707 - CRIMINAL TRESPASS,CRIMINAL TRESPASS<BR>LANDMARK :BOGGS BUILDING 103 Z3,700 Block STATE STREET NW,ATLANTA,30313,33.7712756,-84.3990177,6/25/2012 18:48,5/6/2015 17:45,POINT (-84.399018 33.771276),14,Tuesday,Disorder,,230980
116920299,9/24/2007 23:50,5707 - CRIMINAL TRESPASS,CRIMINAL TRESPASS<BR>LANDMARK :QUIZNOS,100 Block NORTH AVENUE NW,ATLANTA,30313,33.7712878,-84.3907507,6/25/2012 18:48,5/6/2015 17:41,POINT (-84.390751 33.771288),23,Monday,Disorder,,230979
147767777,3/14/2013 9:38,2605 - FRAUD ? ILLEGAL USE OF CREDIT/FINANCIAL TRANSACTION CARDS,FRAUD/FINANCIAL TRANSACTION CARD FRAUD<BR>LANDMARK :BERINGAUSE BUILDING 46 Z1,800 Block HEMPHILL AVENUE NW,ATLANTA,30318,33.7783954,-84.4013121,3/25/2013 4:01,3/12/2016 5:00,POINT (-84.4013121 33.7783954),9,Thursday,Property Crime,,230977
147722413,3/23/2013 17:42,2303 - SHOPLIFTING,SHOPLIFTING<BR>LANDMARK :BARNES AND NOBLE BOOKSTORE,1 Block FIFTH STREET NW,ATLANTA,30308,33.7768304,-84.3873089,3/24/2013 4:01,3/21/2016 4:00,POINT (-84.3873089 33.7768304),17,Saturday,Theft,,230979
146685179,3/15/2013 19:29,5309 - HARASSING COMMUNICATION,HARASSING COMMUNICATIONS<BR>LANDMARK :NONE GIVEN,800 Block VEDADO STREET,ATLANTA,30308,33.7763326,-84.3716876,3/16/2013 4:01,3/12/2016 5:00,POINT (-84.3716876 33.7763326),19,Friday,Disorder,,
148391640,3/28/2013 9:43,2903 - DAMAGE TO PROPERTY ? PUBLIC,DAMAGE TO PROPERTY ? PUBLIC<BR>LANDMARK :CENTER STREET APARTMENTS,900 Block HEMPHILL AVENUE NW,ATLANTA,30318,33.779914,-84.403195,3/29/2013 4:01,3/26/2016 4:05,POINT (-84.403195 33.779914),9,Thursday,Property Crime,324851,230977
116913179,10/19/2011 7:08,1313 - SIMPLE ASSAULT/BATTERY,SIMPLE ASSAULT/BATTERY<BR>LANDMARK :NORTH AVENUE DINING HALL,100 Block NORTH AVENUE NW,ATLANTA,30313,33.7712878,-84.3907507,6/25/2012 18:45,5/6/2015 17:43,POINT (-84.390751 33.771288),7,Wednesday,Assault,,230979
116913180,2/1/2012 0:07,1316 - TERRORISTIC THREATS/INTIMIDATION,TERRORISTIC THREATS/INTIMIDATION<BR>LANDMARK :CLOUGH UNDERGRADUATE LEARNING CENTER (CULC) Z2,200 Block FOURTH STREET NW,ATLANTA,30313,33.7758787,-84.3933046,6/25/2012 18:45,5/6/2015 17:43,POINT (-84.393305 33.775879),0,Wednesday,Assault,,230979
116913181,12/11/2010 4:24,1315 - AGGRAVATED ASSAULT/BATTERY ? OTHER WEAPON,AGGRAVATED ASSAULT/BATTERY ? OTHER WEAPON<BR>LANDMARK :SIGMA ALPHA EPSILON FRATERNITY 323 Z3,200 Block FOURTH STREET NW,ATLANTA,30313,33.7758787,-84.3933046,6/25/2012 18:45,5/6/2015 17:43,POINT (-84.393305 33.775879),4,Saturday,Assault with Deadly Weapon,,230979
116913182,11/29/2009 2:52,1313 - SIMPLE ASSAULT/BATTERY,BATTERY<BR>LANDMARK :SIGMA NU FRATERNITY,700 Block FOWLER STREET NW,ATLANTA,30313,33.774252,-84.3937827,6/25/2012 18:45,5/6/2015 17:42,POINT (-84.393783 33.774252),2,Sunday,Assault,,230979
148391641,3/28/2013 9:54,2902 - DAMAGE TO PROPERTY ? PRIVATE,CRIMINAL TRESPASS<BR>LANDMARK :FOLK RESIDENCE HALL,500 Block TURNER PLACE NW,ATLANTA,30318,33.7786597,-84.4041915,3/29/2013 4:01,3/26/2016 4:05,POINT (-84.4041915 33.7786597),9,Thursday,Property Crime Residential,324851,230977
116913183,9/14/2008 1:22,1313 - SIMPLE ASSAULT/BATTERY,"""SIMPLE ASSAULT/BATTERY<BR>LANDMARK :FERST DRIVE, NW B/W CHERRY STREET & FOWLER STREET""",FERST DRIVE NW & CHERRY STREET,ATLANTA,null,33.7723579,-84.3955,6/25/2012 18:45,5/6/2015 17:42,POINT (-84.3955 33.772358),1,Sunday,Assault,324851,230979
116913184,10/19/2006 22:00,1313 - SIMPLE ASSAULT/BATTERY,SIMPLE BATTERY<BR>LANDMARK :WOODRUFF RESIDENCE HALL,800 Block CURRAN STREET NW,ATLANTA,30318,33.7772505,-84.4052391,6/25/2012 18:45,5/6/2015 17:45,POINT (-84.405239 33.777251),22,Thursday,Assault,324851,230977
116913185,7/24/2009 22:40,1313 - SIMPLE ASSAULT/BATTERY,SIMPLE BATTERY<BR>LANDMARK :MAULDING RESIDENCE HALL (SIXTH ST. APTS.) 65 Z4,500 Block SIXTH STREET NW,ATLANTA,30318,33.7772634,-84.4038559,6/25/2012 18:45,5/6/2015 17:41,POINT (-84.403856 33.777263),22,Friday,Assault,324851,230977
148391645,3/28/2013 17:51,2903 - DAMAGE TO PROPERTY ? PUBLIC,CRIMINAL DAMAGE TO PROPERTY<BR>LANDMARK :GLENN RESIDENCE HALL,100 Block BOBBY DODD WAY NW,ATLANTA,30313,33.7738967,-84.3950603,3/29/2013 4:01,3/26/2016 4:05,POINT (-84.3950603 33.7738967),17,Thursday,Property Crime,324851,230979
116913186,11/14/2010 23:04,1316 - TERRORISTIC THREATS/INTIMIDATION,TERRORISTIC THREATS/INTIMIDATION<BR>LANDMARK :LIBRARY 77 Z2,700 Block CHERRY STREET NW,ATLANTA,30313,33.7738214,-84.3954907,6/25/2012 18:45,5/6/2015 17:43,POINT (-84.395491 33.773821),23,Sunday,Assault,324851,230979
148451552,3/28/2013 20:15,1313 - SIMPLE ASSAULT/BATTERY,BATTERY<BR>LANDMARK :FAMILY HOUSING,200 Block 10TH STREET NW,ATLANTA,30318,33.7814824,-84.3947513,3/30/2013 4:02,3/26/2016 4:05,POINT (-84.3947513 33.7814824),20,Thursday,Assault,,230978
189739632,7/2/2013 3:56,5707 - CRIMINAL TRESPASS,CRIMINAL TRESPASS<BR>LANDMARK :STUDENT CENTER,300 Block FERST DRIVE NW,ATLANTA,,33.7782552,-84.3971205,7/3/2013 4:03,6/30/2016 4:02,POINT (-84.3971205 33.7782552),3,Tuesday,Disorder,324851,230980
116913187,8/16/2006 0:05,1204 - ROBBERY ? STREET ? GUN,ROBBERY ? STREET ? GUN<BR>LANDMARK :HOWELL RESIDENCE HALL,600 Block WILLIAMS STREET NW,ATLANTA,30332,33.7721225,-84.390671,6/25/2012 18:45,5/6/2015 17:45,POINT (-84.390671 33.772123),0,Wednesday,Robbery,,230979
116913188,10/31/2010 4:30,1316 - TERRORISTIC THREATS/INTIMIDATION,TERRORISTIC THREATS/INTIMIDATION<BR>LANDMARK :ALPHA EPSILON PI FRATERNITY PARKING LOT,700 Block TECHWOOD DRIVE NW,ATLANTA,30313,33.7713136,-84.3920502,6/25/2012 18:45,5/6/2015 17:43,POINT (-84.39205 33.771314),4,Sunday,Assault,,230979
189739633,7/2/2013 8:53,2903 - DAMAGE TO PROPERTY ? PUBLIC,DAMAGE TO PROPERTY ? PUBLIC<BR>LANDMARK :NORTH AVENUE APARTMENTS,100 Block NORTH AVENUE NW,ATLANTA,30313,33.7712734,-84.3906845,7/3/2013 4:03,6/30/2016 4:05,POINT (-84.3906845 33.7712734),8,Tuesday,Property Crime,,230979
116913189,5/23/2008 8:44,1313 - SIMPLE ASSAULT/BATTERY,SIMPLE ASSAULT/BATTERY<BR>LANDMARK :CENTER FOR ASSIST TECH. & ENVIRON. ACCESS PARKING LOT 128 Z1,400 Block TENTH STREET NW,ATLANTA,30318,33.781084,-84.4005197,6/25/2012 18:45,5/6/2015 17:41,POINT (-84.40052 33.781084),8,Friday,Assault,324851,230978
116913190,9/17/2011 15:27,1313 - SIMPLE ASSAULT/BATTERY,SIMPLE ASSAULT/BATTERY<BR>LANDMARK :ROOSEVELT HOUSE PARKING AREA,500 Block CENTENNIAL OLYMPIC PARK DRIVE NW,ATLANTA,30313,33.7682089,-84.3918914,6/25/2012 18:45,5/6/2015 17:44,POINT (-84.391891 33.768209),15,Saturday,Assault,,
149693371,4/9/2013 8:37,2903 - DAMAGE TO PROPERTY ? PUBLIC,CRIMINAL TRESPASS<BR>LANDMARK :FOLK RESIDENCE HALL,500 Block TURNER PLACE NW,ATLANTA,30318,33.7786597,-84.4041915,4/10/2013 4:02,4/7/2016 4:06,POINT (-84.4041915 33.7786597),8,Tuesday,Property Crime,324851,230977
116913191,6/24/2006 19:52,1209 - ROBBERY ? RESIDENCE - STRONGARM,ROBBERY ? RESIDENCE - STRONGARM<BR>LANDMARK :GRADUATE LIVING CENTER,300 Block TENTH STREET NW,ATLANTA,30318,33.7815029,-84.3964631,6/25/2012 18:45,5/6/2015 17:45,POINT (-84.396463 33.781503),19,Saturday,Robbery,,230978
116913193,10/7/2008 17:07,1313 - SIMPLE ASSAULT/BATTERY,SIMPLE ASSAULT/BATTERY<BR>LANDMARK :JUNIOR'S GRILL,200 Block UNCLE HEINIE WAY NW,ATLANTA,null,33.7724718,-84.3940905,6/25/2012 18:45,5/6/2015 17:42,POINT (-84.39409 33.772472),17,Tuesday,Assault,324851,230979
116913194,2/2/2011 18:26,1316 - TERRORISTIC THREATS/INTIMIDATION,TERRORISTIC THREATS/INTIMIDATION<BR>LANDMARK :BARNES AND NOBLE BOOKSTORE,1 Block FIFTH STREET NW,ATLANTA,30308,33.7768272,-84.3879341,6/25/2012 18:45,5/6/2015 17:42,POINT (-84.387934 33.776827),18,Wednesday,Assault,,230979
149912644,4/11/2013 14:35,2308 - LARCENY ? FROM BUILDING,LARCENY ? FROM BUILDING<BR>LANDMARK :FORD ENVIR. SCIENCE & TECHNOLOGY,300 Block FERST DRIVE NW,ATLANTA,30318,33.7782552,-84.3971205,4/12/2013 4:02,4/9/2016 4:00,POINT (-84.3971205 33.7782552),14,Thursday,Theft,324851,230980
149912645,4/11/2013 17:13,2205 - BURGLARY ? NO FORCED ENTRY ?NONRESIDENCE,BURGLARY ? NO FORCED ENTRY ?NONRESIDENCE<BR>LANDMARK :SHIRLEY CLEMENS MEWBORN SOFTBALL FIELD,900 Block FOWLER STREET NW,ATLANTA,30313,33.7795753,-84.3936173,4/12/2013 4:02,4/9/2016 4:00,POINT (-84.3936173 33.7795753),17,Thursday,Breaking & Entering,,230978
152053816,4/11/2013 20:24,3562 - MARIJUANA ? POSSESSION OF,MARIJUANA ? POSSESSION OF<BR>LANDMARK :NORTH AVENUE APARTMENTS,100 Block NORTH AVENUE NW,ATLANTA,30313,33.7712734,-84.3906845,4/26/2013 4:02,4/9/2016 4:00,POINT (-84.3906845 33.7712734),20,Thursday,Drugs,,230979
150158712,4/13/2013 4:01,1313 - SIMPLE ASSAULT/BATTERY,SIMPLE BATTERY<BR>LANDMARK :TOWERS RESIDENCE HALL,100 Block BOBBY DODD WAY NW,ATLANTA,30313,33.7738967,-84.3950603,4/14/2013 4:02,4/11/2016 4:01,POINT (-84.3950603 33.7738967),4,Saturday,Assault,324851,230979
190642687,7/3/2013 12:02,2204 - BURGLARY ? NO FORCED ENTRY ? RESIDENCE,BURGLARY ? NO FORCED ENTRY ? RESIDENCE<BR>LANDMARK :EIGHTH STREET APARTMENTS- WEST BUILDING,500 Block EIGHTH STREET NW,ATLANTA,30318,33.7796258,-84.4035654,7/4/2013 4:03,6/30/2016 4:00,POINT (-84.4035654 33.7796258),12,Wednesday,Breaking & Entering,324851,230977
190642690,7/3/2013 14:01,2308 - LARCENY ? FROM BUILDING,LARCENY ? FROM BUILDING<BR>LANDMARK :STUDENT SUCCESS CENTER,200 Block UNCLE HEINIE WAY NW,ATLANTA,30313,33.7724738,-84.3940833,7/4/2013 4:03,6/30/2016 4:02,POINT (-84.3940833 33.7724738),14,Wednesday,Theft,324851,230979
150158713,4/13/2013 13:14,2399 - LARCENY OFFENSE FREE TEXT,THEFT BY TAKING<BR>LANDMARK :CLOUGH UNDERGRADUATE LEARNING CENTER,200 Block FOURTH STREET NW,ATLANTA,30313,33.7758634,-84.3933273,4/14/2013 4:02,4/11/2016 4:01,POINT (-84.3933273 33.7758634),13,Saturday,Theft,,230979
116913195,2/7/2009 7:25,1204 - ROBBERY ? STREET ? GUN,"""ROBBERY ? STREET ? GUN<BR>LANDMARK :HOLLY STREET, NW B/W TENTH STREET, NW AND HOME PARK AVENUE, NW""",HOLLY STREET NW & TENTH STREET NW,ATLANTA,null,33.7815024,-84.3960636,6/25/2012 18:45,5/6/2015 17:41,POINT (-84.396064 33.781502),7,Saturday,Robbery,,230978
116913196,3/30/2011 22:43,1316 - TERRORISTIC THREATS/INTIMIDATION,TERRORISTIC THREATS/INTIMIDATION<BR>LANDMARK :FORD MOTOR COMPANY ENV. SCIENCE & TECHNOLOGY BUILDING,300 Block FERST DRIVE NW,ATLANTA,30318,33.7782487,-84.3971193,6/25/2012 18:45,5/6/2015 17:43,POINT (-84.397119 33.778249),22,Wednesday,Assault,324851,230980
116913197,2/17/2010 16:09,1316 - TERRORISTIC THREATS/INTIMIDATION,TERRORISTIC THREATS/INTIMIDATION<BR>LANDMARK :STUDENT CENTER,300 Block FERST DRIVE NW,ATLANTA,30313,33.7769281,-84.3936373,6/25/2012 18:45,5/6/2015 17:42,POINT (-84.393637 33.776928),16,Wednesday,Assault,,230979
200103065,7/15/2013 15:04,2501 - FORGERY ? OF CHECK,FORGERY ? OF CHECK<BR>LANDMARK :RESEARCH ADMINISTRATION 155 Z1,500 Block TENTH STREET NW,ATLANTA,30318,33.781898,-84.403862,7/17/2013 20:02,7/13/2016 4:01,POINT (-84.403862 33.781898),15,Monday,Property Crime,,230978
150158716,4/13/2013 15:13,2308 - LARCENY ? FROM BUILDING,LARCENY ? FROM BUILDING<BR>LANDMARK :CAMPUS RECREATION CENTER,700 Block FERST DRIVE NW,ATLANTA,30318,33.7760918,-84.4024716,4/14/2013 4:02,4/11/2016 4:01,POINT (-84.4024716 33.7760918),15,Saturday,Theft,,230980
152727747,4/27/2013 5:38,2317 - LARCENY ? BICYCLE,LARCENY ? BICYCLE<BR>LANDMARK :NORTH AVENUE APARTMENTS,100 Block NORTH AVENUE NW,ATLANTA,30313,33.7712734,-84.3906845,5/2/2013 4:02,4/25/2016 4:00,POINT (-84.3906845 33.7712734),5,Saturday,Theft,,230979
116913200,5/2/2009 10:41,1313 - SIMPLE ASSAULT/BATTERY,SIMPLE ASSAULT/BATTERY<BR>LANDMARK :MAULDING RESIDENCE HALL (SIXTH ST. APTS.) 65 Z4,500 Block SIXTH STREET NW,ATLANTA,30318,33.7772634,-84.4038559,6/25/2012 18:45,5/6/2015 17:41,POINT (-84.403856 33.777263),10,Saturday,Assault,324851,230977
116913201,12/21/2010 1:33,1207 - ROBBERY ? RESIDENCE ? GUN,ROBBERY ? RESIDENCE ? GUN<BR>LANDMARK :NORTH AVENUE APARTMENTS SOUTH BUILDING,100 Block NORTH AVENUE NW,ATLANTA,30313,33.7712878,-84.3907507,6/25/2012 18:45,5/6/2015 17:43,POINT (-84.390751 33.771288),1,Tuesday,Robbery,,230979
152602265,4/30/2013 10:54,5707 - CRIMINAL TRESPASS,CRIMINAL TRESPASS<BR>LANDMARK :BARNES AND NOBLE BOOKSTORE,1 Block FIFTH STREET NW,ATLANTA,30308,33.7768304,-84.3873089,5/1/2013 4:02,4/28/2016 4:00,POINT (-84.3873089 33.7768304),10,Tuesday,Disorder,,230979
200982282,7/18/2013 15:17,5308 - FALSE FIRE ALARM,FALSE FIRE ALARM<BR>LANDMARK :CALDWELL RESIDENCE HALL,500 Block TURNER PLACE NW,ATLANTA,30318,33.778699,-84.404507,7/19/2013 4:03,7/16/2016 4:01,POINT (-84.404507 33.778699),15,Thursday,Alarm,324851,230977
116913202,9/5/2011 5:09,1315 - AGGRAVATED ASSAULT/BATTERY ? OTHER WEAPON,AGGRAVATED ASSAULT/BATTERY ? OTHER WEAPON<BR>LANDMARK :WAFFLE HOUSE,1 Block 5TH STREET NW,ATLANTA,30308,33.7768272,-84.3879341,6/25/2012 18:45,5/6/2015 17:44,POINT (-84.387934 33.776827),5,Monday,Assault with Deadly Weapon,,230979
116913204,7/1/2011 4:55,1313 - SIMPLE ASSAULT/BATTERY,SIMPLE ASSAULT/BATTERY<BR>LANDMARK :PI KAPPA PHI FRATERNITY HOUSE,200 Block FERST DRIVE NW,ATLANTA,30313,33.7770885,-84.3953603,6/25/2012 18:45,5/6/2015 17:44,POINT (-84.39536 33.777089),4,Friday,Assault,324851,230980
116913205,6/12/2007 10:48,1313 - SIMPLE ASSAULT/BATTERY,SIMPLE ASSAULT/BATTERY<BR>LANDMARK :STUDENT CENTER WEST LOT,300 Block FERST DRIVE NW,ATLANTA,30318,33.7782487,-84.3971193,6/25/2012 18:45,5/6/2015 17:40,POINT (-84.397119 33.778249),10,Tuesday,Assault,324851,230980
116913206,1/25/2010 17:14,1104 - SODOMY,AGGRAVATED SODOMY<BR>LANDMARK :ZETA BETA TAU FRATERNITY,100 Block SIXTH STREET NW,ATLANTA,30313,33.7781351,-84.3914818,6/25/2012 18:45,5/6/2015 17:42,POINT (-84.391482 33.778135),17,Monday,Other Sexual Offense,,230978
116913207,8/28/2007 13:30,1313 - SIMPLE ASSAULT/BATTERY,SIMPLE BATTERY<BR>LANDMARK :BARNES AND NOBLE BOOKSTORE 172 Z2,1 Block FIFTH STREET NW,ATLANTA,30308,33.7768272,-84.3879341,6/25/2012 18:45,5/6/2015 17:41,POINT (-84.387934 33.776827),13,Tuesday,Assault,,230979
116913208,4/5/2009 3:00,1313 - SIMPLE ASSAULT/BATTERY,SIMPLE ASSAULT/BATTERY<BR>LANDMARK :BETA THETA PI FRATERNITY 303 Z2,700 Block FOWLER STREET NW,ATLANTA,30313,33.774252,-84.3937827,6/25/2012 18:45,5/6/2015 17:42,POINT (-84.393783 33.774252),3,Sunday,Assault,,230979
116913209,2/27/2009 4:00,1313 - SIMPLE ASSAULT/BATTERY,SIMPLE ASSAULT/BATTERY<BR>LANDMARK :PI KAPPA ALPHA FRATERNITY 320 Z3,200 Block FIFTH STREET NW,ATLANTA,30313,33.7769195,-84.3931637,6/25/2012 18:45,5/6/2015 17:42,POINT (-84.393164 33.77692),4,Friday,Assault,,230979
152390715,4/29/2013 14:53,2308 - LARCENY ? FROM BUILDING,LARCENY ? FROM BUILDING<BR>LANDMARK :NORTH AVENUE APARTMENTS NORTH BUILDING,100 Block NORTH AVENUE NW,ATLANTA,30313,33.7712734,-84.3906845,4/30/2013 4:02,4/27/2016 4:00,POINT (-84.3906845 33.7712734),14,Monday,Theft,,230979
116918119,12/17/2009 21:59,3560 - MARIJUANA ? SALES OF,"MARIJUANA ? SALES OF<BR>LANDMARK :MCAFEE STREET, NW @ PINE STREET, NW",MCAFEE STREET NW & PINE STREET NW,ATLANTA,,33.7678328,-84.3945643,6/25/2012 18:47,5/5/2016 4:04,POINT (-84.3945643 33.7678328),21,Thursday,Drugs,,
116917703,2/6/2011 16:39,3512 - HEROIN ? POSSESSION OF,"HEROIN ? POSSESSION OF<BR>LANDMARK :NORTH AVENUE, NW @ SPRING STREET, NW",NORTH AVENUE NW & SPRING STREET NW,ATLANTA,,33.7712796,-84.3888398,6/25/2012 18:47,5/5/2016 4:01,POINT (-84.3888398 33.7712796),16,Sunday,Drugs,,
116913210,12/8/2006 17:51,1313 - SIMPLE ASSAULT/BATTERY,SIMPLE ASSAULT/BATTERY<BR>LANDMARK :FORD MOTOR COMPANY ENV. SCIENCE & TECH. 147 Z1,300 Block FERST DRIVE NW,ATLANTA,30318,33.7782487,-84.3971193,6/25/2012 18:45,5/6/2015 17:40,POINT (-84.397119 33.778249),17,Friday,Assault,324851,230980
116913211,5/3/2008 2:00,1204 - ROBBERY ? STREET ? GUN,"""ROBBERY ? STREET ? GUN<BR>LANDMARK :BRITTAIN DRIVE, NW B/W FOURTH STREET, NW & BOBBY DODD WAY, NW""",BRITTAIN DRIVE NW & FOURTH STREET NW,ATLANTA,null,33.7758789,-84.3933009,6/25/2012 18:45,5/6/2015 17:41,POINT (-84.393301 33.775879),2,Saturday,Robbery,,230979
116913212,6/12/2011 2:49,1313 - SIMPLE ASSAULT/BATTERY,SIMPLE ASSAULT/BATTERY<BR>LANDMARK :TAU KAPPA EPSILON,100 Block 5TH STREET NW,ATLANTA,30313,33.7768546,-84.3895421,6/25/2012 18:45,5/6/2015 17:44,POINT (-84.389542 33.776855),2,Sunday,Assault,,230979
116913213,11/20/2010 0:32,1313 - SIMPLE ASSAULT/BATTERY,SIMPLE ASSAULT/BATTERY<BR>LANDMARK :BETA THETA PI FRATERNITY,700 Block FOWLER STREET NW,ATLANTA,30313,33.774252,-84.3937827,6/25/2012 18:45,5/6/2015 17:43,POINT (-84.393783 33.774252),0,Saturday,Assault,,230979
116913214,9/21/2007 4:24,1204 - ROBBERY ? STREET ? GUN,"""ROBBERY ? STREET ? GUN<BR>LANDMARK :SIXTH STREET, NW B/W FERST DRIVE, NW & MCMILLAN STREET, NW""",SIXTH STREET NW & FERST DRIVE NW,ATLANTA,null,33.7772919,-84.4024068,6/25/2012 18:45,5/6/2015 17:41,POINT (-84.402407 33.777292),4,Friday,Robbery,,230977
116913215,4/5/2009 5:15,1313 - SIMPLE ASSAULT/BATTERY,SIMPLE ASSAULT/BATTERY<BR>LANDMARK :PHI GAMMA DELTA FRATERNITY HOUSE,800 Block FOLWER STREET NW,ATLANTA,30313,33.776665,-84.393822,6/25/2012 18:45,5/6/2015 17:42,POINT (-84.393822 33.776665),5,Sunday,Assault,324851,230980
116913216,3/12/2006 2:40,1205 - ROBBERY ? STREET ?OTHER WEAPON,ROBBERY<BR>LANDMARK :GEORGIA STATE UNIVERSITY VILLAGE,100 Block NORTH AVENUE NW,ATLANTA,30313,33.7712878,-84.3907507,6/25/2012 18:45,5/6/2015 17:45,POINT (-84.390751 33.771288),2,Sunday,Robbery,,230979
116913217,9/2/2006 20:42,1313 - SIMPLE ASSAULT/BATTERY,BATTERY<BR>LANDMARK :BOBBY DODD STADIUM,100 Block NORTH AVENUE NW,ATLANTA,30313,33.7712878,-84.3907507,6/25/2012 18:45,5/6/2015 17:45,POINT (-84.390751 33.771288),20,Saturday,Assault,,230979
116913218,9/5/2011 5:09,1206 - ROBBERY ? STREET ? STRONGARM,ROBBERY ? STREET ? STRONGARM<BR>LANDMARK :WAFFLE HOUSE,1 Block 5TH STREET NW,ATLANTA,30308,33.7768272,-84.3879341,6/25/2012 18:45,5/6/2015 17:44,POINT (-84.387934 33.776827),5,Monday,Robbery,,230979
